,Unnamed: 0,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour
917,917,spring,0,1,good,Normal temperature,25.76,dry,Strong wind,27.0,112.0,139.0,2011,3,2,16
918,918,spring,0,1,good,Normal temperature,24.24,dry,Strong wind,30.0,238.0,268.0,2011,3,2,17
919,919,spring,0,1,good,Normal temperature,22.725,dry,Strong wind,8.0,193.0,201.0,2011,3,2,18
920,920,spring,0,1,good,Normal temperature,20.455,dry,Strong wind,6.0,144.0,150.0,2011,3,2,19
921,921,spring,0,1,good,Normal temperature,16.665,dry,Strong wind,9.0,86.0,95.0,2011,3,2,20
922,922,spring,0,1,good,Normal temperature,14.395,dry,Strong wind,3.0,68.0,71.0,2011,3,2,21
923,923,spring,0,1,good,Normal temperature,12.88,dry,Strong wind,4.0,44.0,48.0,2011,3,2,22
924,924,spring,0,1,good,cold,10.605,Normal humidity,Strong wind,0.0,22.0,22.0,2011,3,2,23
925,925,spring,0,1,good,cold,9.85,Normal humidity,Strong wind,3.0,10.0,13.0,2011,3,3,0
926,926,spring,0,1,good,cold,9.85,Normal humidity,Strong wind,0.0,1.0,1.0,2011,3,3,1
927,927,spring,0,1,good,cold,8.335,dry,Strong wind,1.0,2.0,3.0,2011,3,3,2
928,928,spring,0,1,good,cold,8.335,dry,Strong wind,0.0,1.0,1.0,2011,3,3,3
929,929,spring,0,1,good,cold,6.06,Normal humidity,Strong wind,0.0,1.0,1.0,2011,3,3,4
930,930,spring,0,1,good,cold,6.06,Normal humidity,Strong wind,1.0,7.0,8.0,2011,3,3,5
931,931,spring,0,1,good,cold,6.06,Normal humidity,Strong wind,1.0,34.0,35.0,2011,3,3,6
932,932,spring,0,1,good,cold,4.545,Normal humidity,Strong wind,1.0,110.0,111.0,2011,3,3,7
933,933,spring,0,1,good,cold,6.06,Normal humidity,Strong wind,4.0,216.0,220.0,2011,3,3,8
934,934,spring,0,1,good,cold,6.82,Normal humidity,Strong wind,10.0,135.0,145.0,2011,3,3,9
935,935,spring,0,1,good,cold,9.09,dry,Strong wind,7.0,49.0,56.0,2011,3,3,10
936,936,spring,0,1,good,cold,11.365,dry,Strong wind,10.0,40.0,50.0,2011,3,3,11
937,937,spring,0,1,good,cold,11.365,dry,Strong wind,7.0,65.0,72.0,2011,3,3,12
938,938,spring,0,1,good,cold,12.88,dry,Strong wind,13.0,67.0,80.0,2011,3,3,13
939,939,spring,0,1,good,cold,12.88,dry,Strong wind,18.0,60.0,78.0,2011,3,3,14
940,940,spring,0,1,good,cold,14.395,dry,No wind,6.0,62.0,68.0,2011,3,3,15
941,941,spring,0,1,good,cold,15.15,dry,No wind,6.0,65.0,71.0,2011,3,3,16
942,942,spring,0,1,good,cold,15.15,dry,No wind,17.0,185.0,202.0,2011,3,3,17
943,943,spring,0,1,good,cold,10.605,Normal humidity,Strong wind,6.0,161.0,167.0,2011,3,3,18
944,944,spring,0,1,good,cold,9.85,Normal humidity,Strong wind,5.0,101.0,106.0,2011,3,3,19
945,945,spring,0,1,good,cold,11.365,Normal humidity,Strong wind,1.0,69.0,70.0,2011,3,3,20
946,946,spring,0,1,good,cold,10.605,Normal humidity,Strong wind,3.0,48.0,51.0,2011,3,3,21
947,947,spring,0,1,good,cold,12.88,Normal humidity,No wind,3.0,50.0,53.0,2011,3,3,22
948,948,spring,0,1,normal,cold,10.605,Normal humidity,Strong wind,0.0,23.0,23.0,2011,3,3,23
949,949,spring,0,1,normal,cold,9.85,Normal humidity,Strong wind,0.0,12.0,12.0,2011,3,4,0
950,950,spring,0,1,normal,cold,9.09,Normal humidity,Strong wind,0.0,4.0,4.0,2011,3,4,1
951,951,spring,0,1,normal,cold,9.09,Normal humidity,Strong wind,0.0,2.0,2.0,2011,3,4,2
952,952,spring,0,1,normal,cold,8.335,Normal humidity,Strong wind,0.0,1.0,1.0,2011,3,4,3
953,953,spring,0,1,normal,cold,9.09,Normal humidity,Strong wind,1.0,0.0,1.0,2011,3,4,4
954,954,spring,0,1,normal,cold,9.09,Normal humidity,Strong wind,0.0,7.0,7.0,2011,3,4,5
955,955,spring,0,1,normal,cold,9.85,Normal humidity,Strong wind,1.0,28.0,29.0,2011,3,4,6
956,956,spring,0,1,good,cold,9.09,Moist,Strong wind,0.0,83.0,83.0,2011,3,4,7
957,957,spring,0,1,good,cold,9.85,Normal humidity,Strong wind,6.0,222.0,228.0,2011,3,4,8
958,958,spring,0,1,good,cold,11.365,Normal humidity,Strong wind,12.0,138.0,150.0,2011,3,4,9
959,959,spring,0,1,good,cold,11.365,Normal humidity,Strong wind,10.0,56.0,66.0,2011,3,4,10
960,960,spring,0,1,good,cold,13.635,Normal humidity,Strong wind,16.0,73.0,89.0,2011,3,4,11
961,961,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,10.0,87.0,97.0,2011,3,4,12
962,962,spring,0,1,good,Normal temperature,15.91,Normal humidity,Strong wind,13.0,74.0,87.0,2011,3,4,13
963,963,spring,0,1,good,Normal temperature,16.665,Normal humidity,Strong wind,30.0,65.0,95.0,2011,3,4,14
964,964,spring,0,1,good,Normal temperature,16.665,Normal humidity,Strong wind,31.0,75.0,106.0,2011,3,4,15
965,965,spring,0,1,good,Normal temperature,17.425,Normal humidity,Strong wind,17.0,101.0,118.0,2011,3,4,16
966,966,spring,0,1,normal,Normal temperature,16.665,Normal humidity,Strong wind,22.0,206.0,228.0,2011,3,4,17
967,967,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,15.0,172.0,187.0,2011,3,4,18
968,968,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,5.0,102.0,107.0,2011,3,4,19
969,969,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,9.0,78.0,87.0,2011,3,4,20
970,970,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,6.0,64.0,70.0,2011,3,4,21
971,971,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,4.0,40.0,44.0,2011,3,4,22
972,972,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,6.0,40.0,46.0,2011,3,4,23
973,973,spring,0,0,normal,cold,14.395,Moist,Strong wind,4.0,15.0,19.0,2011,3,5,0
974,974,spring,0,0,normal,Normal temperature,15.91,Moist,Strong wind,5.0,20.0,25.0,2011,3,5,1
975,975,spring,0,0,normal,Normal temperature,14.395,Moist,Strong wind,5.0,15.0,20.0,2011,3,5,2
976,976,spring,0,0,normal,Normal temperature,14.395,Moist,Strong wind,0.0,2.0,2.0,2011,3,5,3
977,977,spring,0,0,normal,Normal temperature,15.15,Moist,Strong wind,0.0,1.0,1.0,2011,3,5,4
978,978,spring,0,0,normal,Normal temperature,15.15,Moist,Strong wind,0.0,3.0,3.0,2011,3,5,5
979,979,spring,0,0,normal,Normal temperature,14.395,Moist,Strong wind,1.0,3.0,4.0,2011,3,5,6
980,980,spring,0,0,normal,Normal temperature,13.635,Moist,Strong wind,5.0,10.0,15.0,2011,3,5,7
981,981,spring,0,0,normal,Normal temperature,13.635,Moist,Strong wind,11.0,34.0,45.0,2011,3,5,8
982,982,spring,0,0,normal,Normal temperature,15.15,Moist,Strong wind,15.0,48.0,63.0,2011,3,5,9
983,983,spring,0,0,normal,Normal temperature,16.665,Moist,Strong wind,34.0,69.0,103.0,2011,3,5,10
984,984,spring,0,0,normal,Normal temperature,20.455,Normal humidity,Strong wind,43.0,116.0,159.0,2011,3,5,11
985,985,spring,0,0,normal,Normal temperature,21.97,Normal humidity,Strong wind,46.0,121.0,167.0,2011,3,5,12
986,986,spring,0,0,normal,Normal temperature,22.725,Normal humidity,Strong wind,60.0,130.0,190.0,2011,3,5,13
987,987,spring,0,0,normal,Normal temperature,23.485,Normal humidity,Strong wind,80.0,118.0,198.0,2011,3,5,14
988,988,spring,0,0,normal,Normal temperature,22.725,Normal humidity,Strong wind,83.0,122.0,205.0,2011,3,5,15
989,989,spring,0,0,normal,Normal temperature,23.485,Normal humidity,Strong wind,74.0,130.0,204.0,2011,3,5,16
990,990,spring,0,0,normal,Normal temperature,23.485,Normal humidity,Strong wind,60.0,104.0,164.0,2011,3,5,17
991,991,spring,0,0,normal,Normal temperature,23.485,Normal humidity,Strong wind,37.0,115.0,152.0,2011,3,5,18
992,992,spring,0,0,normal,Normal temperature,22.725,Normal humidity,Strong wind,27.0,62.0,89.0,2011,3,5,19
993,993,spring,0,0,normal,Normal temperature,21.97,Normal humidity,Strong wind,12.0,58.0,70.0,2011,3,5,20
994,994,spring,0,0,normal,Normal temperature,21.97,Normal humidity,Strong wind,12.0,60.0,72.0,2011,3,5,21
995,995,spring,0,0,normal,Normal temperature,21.21,Normal humidity,Strong wind,16.0,47.0,63.0,2011,3,5,22
996,996,spring,0,0,normal,Normal temperature,21.97,Normal humidity,Strong wind,10.0,34.0,44.0,2011,3,5,23
997,997,spring,0,0,normal,Normal temperature,21.21,Normal humidity,Strong wind,11.0,41.0,52.0,2011,3,6,0
998,998,spring,0,0,normal,Normal temperature,21.21,Normal humidity,Strong wind,12.0,27.0,39.0,2011,3,6,1
999,999,spring,0,0,normal,Normal temperature,20.455,Moist,Strong wind,5.0,27.0,32.0,2011,3,6,2
1000,1000,spring,0,0,normal,Normal temperature,21.21,Moist,Strong wind,2.0,9.0,11.0,2011,3,6,3
1001,1001,spring,0,0,normal,Normal temperature,21.21,Moist,Strong wind,0.0,3.0,3.0,2011,3,6,4
1002,1002,spring,0,0,normal,Normal temperature,21.21,Moist,Strong wind,1.0,1.0,2.0,2011,3,6,6
1003,1003,spring,0,0,bad,Normal temperature,21.21,Moist,Strong wind,0.0,5.0,5.0,2011,3,6,7
1004,1004,spring,0,0,normal,Normal temperature,20.455,Moist,Strong wind,1.0,8.0,9.0,2011,3,6,8
1005,1005,spring,0,0,normal,Normal temperature,21.21,Moist,Strong wind,4.0,18.0,22.0,2011,3,6,9
1006,1006,spring,0,0,normal,Normal temperature,21.21,Moist,Strong wind,4.0,27.0,31.0,2011,3,6,10
1007,1007,spring,0,0,normal,Normal temperature,21.21,Moist,Strong wind,18.0,44.0,62.0,2011,3,6,11
1008,1008,spring,0,0,normal,Normal temperature,22.725,Moist,Strong wind,10.0,69.0,79.0,2011,3,6,12
1009,1009,spring,0,0,normal,Normal temperature,22.725,Moist,Strong wind,22.0,83.0,105.0,2011,3,6,13
1010,1010,spring,0,0,bad,Normal temperature,21.97,Moist,Strong wind,12.0,27.0,39.0,2011,3,6,14
1011,1011,spring,0,0,bad,Normal temperature,21.97,Moist,Strong wind,3.0,4.0,7.0,2011,3,6,15
1012,1012,spring,0,0,bad,Normal temperature,16.665,Moist,Strong wind,3.0,8.0,11.0,2011,3,6,16
1013,1013,spring,0,0,bad,Normal temperature,15.15,Moist,Strong wind,2.0,23.0,25.0,2011,3,6,17
1014,1014,spring,0,0,bad,Normal temperature,14.395,Moist,Strong wind,0.0,23.0,23.0,2011,3,6,18
1015,1015,spring,0,0,bad,Normal temperature,12.88,Moist,Strong wind,0.0,11.0,11.0,2011,3,6,19
1016,1016,spring,0,0,bad,cold,12.12,Moist,Strong wind,3.0,8.0,11.0,2011,3,6,20
1017,1017,spring,0,0,bad,cold,9.09,Moist,Strong wind,1.0,6.0,7.0,2011,3,6,21
1018,1018,spring,0,0,normal,cold,9.85,Moist,Strong wind,0.0,10.0,10.0,2011,3,6,22
1019,1019,spring,0,0,normal,cold,9.85,Moist,Strong wind,0.0,9.0,9.0,2011,3,6,23
1020,1020,spring,0,1,bad,cold,9.09,Moist,Strong wind,0.0,4.0,4.0,2011,3,7,0
1021,1021,spring,0,1,bad,cold,9.09,Moist,Strong wind,0.0,2.0,2.0,2011,3,7,1
1022,1022,spring,0,1,good,cold,7.575,Moist,Strong wind,0.0,1.0,1.0,2011,3,7,3
1023,1023,spring,0,1,good,cold,7.575,Moist,Strong wind,1.0,0.0,1.0,2011,3,7,4
1024,1024,spring,0,1,good,cold,9.09,Normal humidity,Strong wind,0.0,1.0,1.0,2011,3,7,5
1025,1025,spring,0,1,good,cold,9.09,Normal humidity,Strong wind,3.0,31.0,34.0,2011,3,7,6
1026,1026,spring,0,1,good,cold,8.335,Normal humidity,Strong wind,3.0,88.0,91.0,2011,3,7,7
1027,1027,spring,0,1,good,cold,9.09,Normal humidity,Strong wind,11.0,200.0,211.0,2011,3,7,8
1028,1028,spring,0,1,good,cold,9.09,Normal humidity,Strong wind,5.0,129.0,134.0,2011,3,7,9
1029,1029,spring,0,1,good,cold,10.605,Normal humidity,Strong wind,15.0,43.0,58.0,2011,3,7,10
1030,1030,spring,0,1,good,cold,10.605,Normal humidity,Strong wind,19.0,41.0,60.0,2011,3,7,11
1031,1031,spring,0,1,good,Normal temperature,13.635,Normal humidity,Strong wind,28.0,68.0,96.0,2011,3,7,12
1032,1032,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,16.0,54.0,70.0,2011,3,7,13
1033,1033,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,21.0,56.0,77.0,2011,3,7,14
1034,1034,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,32.0,64.0,96.0,2011,3,7,15
1035,1035,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,26.0,96.0,122.0,2011,3,7,16
1036,1036,spring,0,1,good,Normal temperature,15.15,dry,Strong wind,27.0,206.0,233.0,2011,3,7,17
1037,1037,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,19.0,214.0,233.0,2011,3,7,18
1038,1038,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,11.0,134.0,145.0,2011,3,7,19
1039,1039,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,5.0,87.0,92.0,2011,3,7,20
1040,1040,spring,0,1,good,cold,13.635,Normal humidity,Strong wind,1.0,53.0,54.0,2011,3,7,21
1041,1041,spring,0,1,good,cold,12.88,Normal humidity,Strong wind,1.0,34.0,35.0,2011,3,7,22
1042,1042,spring,0,1,good,cold,15.91,Normal humidity,No wind,0.0,22.0,22.0,2011,3,7,23
1043,1043,spring,0,1,good,cold,14.395,Normal humidity,Strong wind,1.0,9.0,10.0,2011,3,8,0
1044,1044,spring,0,1,good,cold,12.12,Normal humidity,Strong wind,0.0,4.0,4.0,2011,3,8,1
1045,1045,spring,0,1,good,cold,12.12,Normal humidity,Strong wind,1.0,0.0,1.0,2011,3,8,2
1046,1046,spring,0,1,good,cold,12.88,Normal humidity,Strong wind,5.0,2.0,7.0,2011,3,8,3
1047,1047,spring,0,1,good,cold,13.635,Normal humidity,No wind,0.0,2.0,2.0,2011,3,8,4
1048,1048,spring,0,1,good,cold,11.365,Normal humidity,Strong wind,2.0,8.0,10.0,2011,3,8,5
1049,1049,spring,0,1,good,cold,12.88,Normal humidity,No wind,3.0,42.0,45.0,2011,3,8,6
1050,1050,spring,0,1,good,cold,9.85,Normal humidity,Strong wind,9.0,119.0,128.0,2011,3,8,7
1051,1051,spring,0,1,good,cold,11.365,Normal humidity,Strong wind,10.0,247.0,257.0,2011,3,8,8
1052,1052,spring,0,1,good,cold,12.88,Normal humidity,Strong wind,11.0,140.0,151.0,2011,3,8,9
1053,1053,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,25.0,46.0,71.0,2011,3,8,10
1054,1054,spring,0,1,normal,Normal temperature,17.425,dry,Strong wind,26.0,52.0,78.0,2011,3,8,11
1055,1055,spring,0,1,normal,Normal temperature,18.94,dry,No wind,29.0,70.0,99.0,2011,3,8,12
1056,1056,spring,0,1,normal,Normal temperature,19.695,dry,Strong wind,25.0,73.0,98.0,2011,3,8,13
1057,1057,spring,0,1,normal,Normal temperature,19.695,dry,No wind,16.0,56.0,72.0,2011,3,8,14
1058,1058,spring,0,1,normal,Normal temperature,18.94,dry,No wind,35.0,77.0,112.0,2011,3,8,15
1059,1059,spring,0,1,good,Normal temperature,19.695,dry,Strong wind,26.0,82.0,108.0,2011,3,8,16
1060,1060,spring,0,1,good,Normal temperature,17.425,dry,Strong wind,39.0,209.0,248.0,2011,3,8,17
1061,1061,spring,0,1,good,Normal temperature,16.665,dry,Strong wind,21.0,214.0,235.0,2011,3,8,18
1062,1062,spring,0,1,good,Normal temperature,17.425,Normal humidity,Strong wind,9.0,141.0,150.0,2011,3,8,19
1063,1063,spring,0,1,good,Normal temperature,16.665,Normal humidity,Strong wind,2.0,74.0,76.0,2011,3,8,20
1064,1064,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,7.0,68.0,75.0,2011,3,8,21
1065,1065,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,11.0,44.0,55.0,2011,3,8,22
1066,1066,spring,0,1,good,cold,13.635,Normal humidity,Strong wind,3.0,38.0,41.0,2011,3,8,23
1067,1067,spring,0,1,good,cold,14.395,Normal humidity,Strong wind,0.0,9.0,9.0,2011,3,9,0
1068,1068,spring,0,1,good,cold,13.635,Normal humidity,Strong wind,0.0,4.0,4.0,2011,3,9,1
1069,1069,spring,0,1,good,cold,13.635,Normal humidity,Strong wind,1.0,1.0,2.0,2011,3,9,2
1070,1070,spring,0,1,good,cold,12.88,Normal humidity,Strong wind,1.0,2.0,3.0,2011,3,9,3
1071,1071,spring,0,1,good,cold,12.88,Normal humidity,Strong wind,0.0,2.0,2.0,2011,3,9,4
1072,1072,spring,0,1,normal,cold,12.12,Moist,Strong wind,1.0,7.0,8.0,2011,3,9,5
1073,1073,spring,0,1,normal,cold,12.88,Moist,Strong wind,5.0,44.0,49.0,2011,3,9,6
1074,1074,spring,0,1,normal,cold,12.12,Moist,Strong wind,18.0,123.0,141.0,2011,3,9,7
1075,1075,spring,0,1,normal,cold,12.12,Moist,Strong wind,11.0,238.0,249.0,2011,3,9,8
1076,1076,spring,0,1,normal,cold,12.12,Moist,Strong wind,5.0,136.0,141.0,2011,3,9,9
1077,1077,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,8.0,49.0,57.0,2011,3,9,10
1078,1078,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,15.0,44.0,59.0,2011,3,9,11
1079,1079,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,14.0,84.0,98.0,2011,3,9,12
1080,1080,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,17.0,82.0,99.0,2011,3,9,13
1081,1081,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,10.0,61.0,71.0,2011,3,9,14
1082,1082,spring,0,1,normal,Normal temperature,16.665,Normal humidity,Strong wind,15.0,64.0,79.0,2011,3,9,15
1083,1083,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,10.0,102.0,112.0,2011,3,9,16
1084,1084,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,18.0,176.0,194.0,2011,3,9,17
1085,1085,spring,0,1,normal,Normal temperature,15.91,Normal humidity,Strong wind,12.0,176.0,188.0,2011,3,9,18
1086,1086,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,11.0,123.0,134.0,2011,3,9,19
1087,1087,spring,0,1,normal,Normal temperature,15.91,Moist,Strong wind,4.0,87.0,91.0,2011,3,9,20
1088,1088,spring,0,1,normal,Normal temperature,15.15,Moist,Strong wind,10.0,52.0,62.0,2011,3,9,21
1089,1089,spring,0,1,bad,Normal temperature,15.91,Moist,Strong wind,4.0,17.0,21.0,2011,3,9,22
1090,1090,spring,0,1,bad,Normal temperature,16.665,Moist,Strong wind,1.0,17.0,18.0,2011,3,9,23
1091,1091,spring,0,1,bad,Normal temperature,15.91,dry,Strong wind,3.0,0.0,3.0,2011,3,10,0
1092,1092,spring,0,1,bad,Normal temperature,15.91,dry,Strong wind,0.0,2.0,2.0,2011,3,10,1
1093,1093,spring,0,1,bad,Normal temperature,15.91,dry,Strong wind,0.0,1.0,1.0,2011,3,10,2
1094,1094,spring,0,1,bad,Normal temperature,17.425,dry,Strong wind,1.0,2.0,3.0,2011,3,10,5
1095,1095,spring,0,1,bad,Normal temperature,16.665,dry,Strong wind,0.0,12.0,12.0,2011,3,10,6
1096,1096,spring,0,1,bad,Normal temperature,19.695,dry,Strong wind,1.0,36.0,37.0,2011,3,10,7
1097,1097,spring,0,1,bad,Normal temperature,19.695,dry,Strong wind,1.0,43.0,44.0,2011,3,10,8
1098,1098,spring,0,1,bad,Normal temperature,20.455,dry,Strong wind,1.0,23.0,24.0,2011,3,10,9
1099,1099,spring,0,1,bad,Normal temperature,20.455,dry,Strong wind,0.0,17.0,17.0,2011,3,10,10
1100,1100,spring,0,1,bad,Normal temperature,20.455,dry,Strong wind,6.0,5.0,11.0,2011,3,10,11
1101,1101,spring,0,1,bad,Normal temperature,21.21,dry,Strong wind,4.0,30.0,34.0,2011,3,10,12
1102,1102,spring,0,1,bad,Normal temperature,21.21,dry,Strong wind,1.0,11.0,12.0,2011,3,10,13
1103,1103,spring,0,1,bad,Normal temperature,21.97,dry,Strong wind,0.0,12.0,12.0,2011,3,10,14
1104,1104,spring,0,1,bad,Normal temperature,21.97,dry,Strong wind,3.0,11.0,14.0,2011,3,10,15
1105,1105,spring,0,1,bad,Normal temperature,21.21,dry,Strong wind,1.0,20.0,21.0,2011,3,10,16
1106,1106,spring,0,1,normal,Normal temperature,21.97,dry,Strong wind,2.0,109.0,111.0,2011,3,10,17
1107,1107,spring,0,1,bad,Normal temperature,21.97,dry,Strong wind,2.0,80.0,82.0,2011,3,10,18
1108,1108,spring,0,1,bad,Normal temperature,21.97,dry,Strong wind,5.0,51.0,56.0,2011,3,10,19
1109,1109,spring,0,1,bad,Normal temperature,16.665,dry,Strong wind,9.0,29.0,38.0,2011,3,10,20
1110,1110,spring,0,1,bad,Normal temperature,17.425,dry,Strong wind,1.0,27.0,28.0,2011,3,10,21
1111,1111,spring,0,1,normal,Normal temperature,16.665,dry,Strong wind,4.0,30.0,34.0,2011,3,10,22
1112,1112,spring,0,1,bad,Normal temperature,17.425,dry,Strong wind,1.0,26.0,27.0,2011,3,10,23
1113,1113,spring,0,1,normal,Normal temperature,17.425,Moist,Strong wind,0.0,6.0,6.0,2011,3,11,0
1114,1114,spring,0,1,bad,Normal temperature,17.425,Moist,Strong wind,0.0,8.0,8.0,2011,3,11,1
1115,1115,spring,0,1,bad,Normal temperature,17.425,Moist,Strong wind,2.0,3.0,5.0,2011,3,11,2
1116,1116,spring,0,1,normal,Normal temperature,16.665,Moist,Strong wind,0.0,2.0,2.0,2011,3,11,3
1117,1117,spring,0,1,good,Normal temperature,14.395,Moist,Strong wind,1.0,6.0,7.0,2011,3,11,5
1118,1118,spring,0,1,good,cold,12.12,Moist,Strong wind,1.0,31.0,32.0,2011,3,11,6
1119,1119,spring,0,1,good,cold,12.88,Normal humidity,Strong wind,10.0,104.0,114.0,2011,3,11,7
1120,1120,spring,0,1,good,cold,13.635,Normal humidity,Strong wind,15.0,244.0,259.0,2011,3,11,8
1121,1121,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,13.0,143.0,156.0,2011,3,11,9
1122,1122,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,18.0,60.0,78.0,2011,3,11,10
1123,1123,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,14.0,67.0,81.0,2011,3,11,11
1124,1124,spring,0,1,normal,Normal temperature,15.91,Normal humidity,Strong wind,15.0,96.0,111.0,2011,3,11,12
1125,1125,spring,0,1,good,Normal temperature,16.665,Normal humidity,Strong wind,15.0,92.0,107.0,2011,3,11,13
1126,1126,spring,0,1,normal,Normal temperature,16.665,Normal humidity,Strong wind,25.0,64.0,89.0,2011,3,11,14
1127,1127,spring,0,1,normal,Normal temperature,15.91,Normal humidity,Strong wind,21.0,64.0,85.0,2011,3,11,15
1128,1128,spring,0,1,normal,Normal temperature,15.15,Normal humidity,Strong wind,18.0,95.0,113.0,2011,3,11,16
1129,1129,spring,0,1,good,Normal temperature,15.91,Normal humidity,Strong wind,23.0,200.0,223.0,2011,3,11,17
1130,1130,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,19.0,134.0,153.0,2011,3,11,18
1131,1131,spring,0,1,good,Normal temperature,13.635,Normal humidity,Strong wind,7.0,111.0,118.0,2011,3,11,19
1132,1132,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,6.0,70.0,76.0,2011,3,11,20
1133,1133,spring,0,1,normal,Normal temperature,14.395,Normal humidity,Strong wind,10.0,43.0,53.0,2011,3,11,21
1134,1134,spring,0,1,good,Normal temperature,15.15,Normal humidity,Strong wind,11.0,53.0,64.0,2011,3,11,22
1135,1135,spring,0,1,good,Normal temperature,14.395,Normal humidity,Strong wind,3.0,34.0,37.0,2011,3,11,23
1136,1136,spring,0,0,good,cold,13.635,Normal humidity,Strong wind,4.0,30.0,34.0,2011,3,12,0
1137,1137,spring,0,0,good,cold,11.365,Normal humidity,Strong wind,3.0,15.0,18.0,2011,3,12,1
1138,1138,spring,0,0,good,cold,11.365,Normal humidity,Strong wind,0.0,14.0,14.0,2011,3,12,2
1139,1139,spring,0,0,good,cold,11.365,Normal humidity,Strong wind,1.0,6.0,7.0,2011,3,12,3
1140,1140,spring,0,0,good,cold,11.365,Normal humidity,Strong wind,0.0,1.0,1.0,2011,3,12,4
1141,1141,spring,0,0,good,cold,11.365,Normal humidity,Strong wind,0.0,2.0,2.0,2011,3,12,5
1142,1142,spring,0,0,good,cold,10.605,Normal humidity,Strong wind,2.0,2.0,4.0,2011,3,12,6
1143,1143,spring,0,0,good,cold,11.365,Normal humidity,Strong wind,4.0,19.0,23.0,2011,3,12,7
1144,1144,spring,0,0,good,cold,12.88,Normal humidity,Strong wind,9.0,44.0,53.0,2011,3,12,8
1145,1145,spring,0,0,good,cold,14.395,Normal humidity,Strong wind,25.0,76.0,101.0,2011,3,12,9
1146,1146,spring,0,0,good,Normal temperature,15.15,Normal humidity,Strong wind,21.0,78.0,99.0,2011,3,12,10
1147,1147,spring,0,0,good,Normal temperature,15.15,Normal humidity,Strong wind,36.0,83.0,119.0,2011,3,12,11
1148,1148,spring,0,0,good,Normal temperature,15.91,Normal humidity,Strong wind,51.0,107.0,158.0,2011,3,12,12
1149,1149,spring,0,0,good,Normal temperature,16.665,Normal humidity,Strong wind,62.0,95.0,157.0,2011,3,12,13
1150,1150,spring,0,0,good,Normal temperature,20.455,Normal humidity,Strong wind,70.0,96.0,166.0,2011,3,12,14
1151,1151,spring,0,0,good,Normal temperature,21.21,Normal humidity,Strong wind,81.0,101.0,182.0,2011,3,12,15
1152,1152,spring,0,0,good,Normal temperature,22.725,Normal humidity,Strong wind,100.0,144.0,244.0,2011,3,12,16
1153,1153,spring,0,0,good,Normal temperature,22.725,Normal humidity,Strong wind,99.0,114.0,213.0,2011,3,12,17
1154,1154,spring,0,0,good,Normal temperature,21.21,Normal humidity,Strong wind,54.0,91.0,145.0,2011,3,12,18
1155,1155,spring,0,0,good,Normal temperature,21.21,Normal humidity,Strong wind,26.0,86.0,112.0,2011,3,12,19
1156,1156,spring,0,0,good,Normal temperature,20.455,Normal humidity,Strong wind,22.0,64.0,86.0,2011,3,12,20
1157,1157,spring,0,0,good,Normal temperature,19.695,Normal humidity,No wind,36.0,46.0,82.0,2011,3,12,21
1158,1158,spring,0,0,good,Normal temperature,18.94,Normal humidity,No wind,7.0,56.0,63.0,2011,3,12,22
1159,1159,spring,0,0,good,Normal temperature,19.695,Normal humidity,Strong wind,11.0,38.0,49.0,2011,3,12,23
1160,1160,spring,0,0,good,Normal temperature,19.695,Normal humidity,Strong wind,3.0,35.0,38.0,2011,3,13,0
1161,1161,spring,0,0,good,Normal temperature,17.425,Normal humidity,Strong wind,10.0,23.0,33.0,2011,3,13,1
