,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour
2546,2,0,1,1,24.6,31.06,49,12.998,13,18,31,2011,6,14,0
2547,2,0,1,1,24.6,31.06,49,16.9979,3,10,13,2011,6,14,1
2548,2,0,1,1,24.6,31.06,49,19.0012,2,8,10,2011,6,14,2
2549,2,0,1,1,23.78,27.275,53,22.0028,1,1,2,2011,6,14,3
2550,2,0,1,1,22.14,25.76,60,16.9979,0,3,3,2011,6,14,4
2551,2,0,1,1,22.14,25.76,56,22.0028,3,23,26,2011,6,14,5
2552,2,0,1,1,22.14,25.76,56,19.9995,6,107,113,2011,6,14,6
2553,2,0,1,1,22.96,26.515,52,27.9993,19,346,365,2011,6,14,7
2554,2,0,1,1,23.78,27.275,49,26.0027,45,441,486,2011,6,14,8
2555,2,0,1,1,25.42,31.06,46,12.998,19,174,193,2011,6,14,9
2556,2,0,1,1,25.42,31.06,46,15.0013,33,97,130,2011,6,14,10
2557,2,0,1,1,26.24,31.06,41,19.0012,40,103,143,2011,6,14,11
2558,2,0,1,1,26.24,31.06,41,23.9994,30,139,169,2011,6,14,12
2559,2,0,1,1,26.24,31.06,44,15.0013,33,176,209,2011,6,14,13
2560,2,0,1,2,26.24,31.06,47,12.998,41,118,159,2011,6,14,14
2561,2,0,1,1,26.24,31.06,47,11.0014,42,136,178,2011,6,14,15
2562,2,0,1,1,27.88,31.82,41,12.998,51,279,330,2011,6,14,16
2563,2,0,1,3,26.24,31.06,50,19.0012,85,484,569,2011,6,14,17
2564,2,0,1,1,25.42,31.06,51,22.0028,65,473,538,2011,6,14,18
2565,2,0,1,1,26.24,31.06,50,23.9994,51,335,386,2011,6,14,19
2566,2,0,1,1,24.6,31.06,56,11.0014,60,237,297,2011,6,14,20
2567,2,0,1,1,24.6,31.06,56,19.9995,37,206,243,2011,6,14,21
2568,2,0,1,1,23.78,27.275,60,15.0013,29,159,188,2011,6,14,22
2569,2,0,1,1,22.96,26.515,68,15.0013,19,91,110,2011,6,14,23
2570,2,0,1,1,22.96,26.515,64,23.9994,8,44,52,2011,6,15,0
2571,2,0,1,1,22.14,25.76,64,19.0012,0,14,14,2011,6,15,1
2572,2,0,1,1,21.32,25.0,63,15.0013,0,9,9,2011,6,15,2
2573,2,0,1,1,20.5,24.24,68,16.9979,0,1,1,2011,6,15,3
2574,2,0,1,1,20.5,24.24,63,19.0012,0,4,4,2011,6,15,4
2575,2,0,1,1,19.68,23.485,67,19.0012,1,20,21,2011,6,15,5
2576,2,0,1,1,20.5,24.24,63,16.9979,11,110,121,2011,6,15,6
2577,2,0,1,1,22.14,25.76,60,8.9981,22,348,370,2011,6,15,7
2578,2,0,1,1,23.78,27.275,53,8.9981,53,445,498,2011,6,15,8
2579,2,0,1,1,24.6,31.06,49,0.0,22,185,207,2011,6,15,9
2580,2,0,1,1,26.24,31.06,47,11.0014,27,108,135,2011,6,15,10
2581,2,0,1,1,27.88,31.82,36,0.0,49,115,164,2011,6,15,11
2582,2,0,1,1,28.7,31.82,34,15.0013,33,178,211,2011,6,15,12
2583,2,0,1,1,30.34,32.575,28,19.0012,43,146,189,2011,6,15,13
2584,2,0,1,1,30.34,32.575,28,0.0,50,128,178,2011,6,15,14
2585,2,0,1,1,31.16,33.335,27,0.0,33,131,164,2011,6,15,15
2586,2,0,1,1,31.16,33.335,27,8.9981,47,265,312,2011,6,15,16
2587,2,0,1,1,30.34,32.575,28,7.0015,83,555,638,2011,6,15,17
2588,2,0,1,1,29.52,32.575,32,8.9981,80,527,607,2011,6,15,18
2589,2,0,1,1,28.7,31.82,37,19.0012,54,362,416,2011,6,15,19
2590,2,0,1,1,27.06,31.06,44,11.0014,57,273,330,2011,6,15,20
2591,2,0,1,1,26.24,31.06,47,15.0013,48,209,257,2011,6,15,21
2592,2,0,1,1,25.42,31.06,50,7.0015,31,144,175,2011,6,15,22
2593,2,0,1,1,25.42,31.06,53,0.0,17,90,107,2011,6,15,23
2594,2,0,1,1,24.6,31.06,56,7.0015,9,38,47,2011,6,16,0
2595,2,0,1,1,23.78,27.275,60,0.0,4,13,17,2011,6,16,1
2596,2,0,1,1,24.6,31.06,56,6.0032,1,4,5,2011,6,16,2
2597,2,0,1,2,22.96,26.515,73,6.0032,0,4,4,2011,6,16,3
2598,2,0,1,2,22.96,26.515,68,7.0015,0,6,6,2011,6,16,4
2599,2,0,1,1,24.6,30.305,64,12.998,7,18,25,2011,6,16,5
2600,2,0,1,3,23.78,27.275,73,11.0014,8,104,112,2011,6,16,6
2601,2,0,1,3,22.96,26.515,78,11.0014,16,172,188,2011,6,16,7
2602,2,0,1,2,24.6,29.545,69,8.9981,24,364,388,2011,6,16,8
2603,2,0,1,2,25.42,30.305,65,12.998,29,232,261,2011,6,16,9
2604,2,0,1,2,27.06,31.06,61,16.9979,18,103,121,2011,6,16,10
2605,2,0,1,2,27.88,31.82,61,19.9995,33,117,150,2011,6,16,11
2606,2,0,1,1,29.52,33.335,54,26.0027,41,165,206,2011,6,16,12
2607,2,0,1,2,29.52,33.335,54,16.9979,37,114,151,2011,6,16,13
2608,2,0,1,2,29.52,33.335,54,22.0028,39,114,153,2011,6,16,14
2609,2,0,1,2,28.7,32.575,61,19.9995,32,127,159,2011,6,16,15
2610,2,0,1,3,27.06,31.06,69,12.998,36,258,294,2011,6,16,16
2611,2,0,1,2,26.24,29.545,78,7.0015,42,230,272,2011,6,16,17
2612,2,0,1,1,26.24,28.79,83,15.0013,26,299,325,2011,6,16,18
2613,2,0,1,1,25.42,28.79,83,19.0012,58,269,327,2011,6,16,19
2614,2,0,1,1,25.42,28.79,83,22.0028,25,176,201,2011,6,16,20
2615,2,0,1,3,25.42,28.79,83,16.9979,34,154,188,2011,6,16,21
2616,2,0,1,3,25.42,28.79,83,16.9979,24,127,151,2011,6,16,22
2617,2,0,1,3,24.6,28.03,83,16.9979,2,14,16,2011,6,16,23
2618,2,0,1,1,22.96,26.515,88,6.0032,3,21,24,2011,6,17,0
2619,2,0,1,1,22.96,26.515,94,8.9981,4,19,23,2011,6,17,1
2620,2,0,1,1,22.96,26.515,94,7.0015,2,11,13,2011,6,17,2
2621,2,0,1,1,22.96,26.515,94,7.0015,1,5,6,2011,6,17,3
2622,2,0,1,1,22.14,25.76,94,8.9981,1,5,6,2011,6,17,4
2623,2,0,1,1,22.14,25.76,100,0.0,1,12,13,2011,6,17,5
2624,2,0,1,1,22.96,26.515,94,0.0,8,89,97,2011,6,17,6
2625,2,0,1,1,24.6,28.03,83,0.0,25,225,250,2011,6,17,7
2626,2,0,1,2,24.6,28.03,83,0.0,28,426,454,2011,6,17,8
2627,2,0,1,1,28.7,32.575,58,12.998,28,196,224,2011,6,17,9
2628,2,0,1,1,28.7,32.575,58,12.998,44,126,170,2011,6,17,10
2629,2,0,1,1,27.88,31.82,69,16.9979,43,138,181,2011,6,17,11
2630,2,0,1,1,28.7,32.575,65,16.9979,49,194,243,2011,6,17,12
2631,2,0,1,1,30.34,34.09,62,19.0012,48,156,204,2011,6,17,13
2632,2,0,1,1,31.16,34.85,52,12.998,73,142,215,2011,6,17,14
2633,2,0,1,1,31.98,34.85,43,15.0013,62,181,243,2011,6,17,15
2634,2,0,1,1,31.16,34.09,45,11.0014,69,286,355,2011,6,17,16
2635,2,0,1,3,31.16,34.09,40,12.998,85,467,552,2011,6,17,17
2636,2,0,1,3,31.16,34.09,40,12.998,62,388,450,2011,6,17,18
2637,2,0,1,3,26.24,28.79,83,16.9979,53,275,328,2011,6,17,19
2638,2,0,1,1,26.24,29.545,78,7.0015,40,192,232,2011,6,17,20
2639,2,0,1,1,26.24,29.545,78,6.0032,49,159,208,2011,6,17,21
2640,2,0,1,1,25.42,28.03,88,8.9981,48,127,175,2011,6,17,22
2641,2,0,1,1,25.42,28.79,83,8.9981,37,141,178,2011,6,17,23
2642,2,0,0,1,25.42,28.03,88,8.9981,21,83,104,2011,6,18,0
2643,2,0,0,1,25.42,28.79,83,7.0015,15,80,95,2011,6,18,1
2644,2,0,0,1,24.6,27.275,88,0.0,16,37,53,2011,6,18,2
2645,2,0,0,1,24.6,27.275,88,6.0032,4,16,20,2011,6,18,3
2646,2,0,0,1,24.6,27.275,88,6.0032,1,4,5,2011,6,18,4
2647,2,0,0,1,25.42,28.79,83,0.0,1,6,7,2011,6,18,5
2648,2,0,0,1,25.42,28.79,83,7.0015,9,18,27,2011,6,18,6
2649,2,0,0,1,26.24,29.545,78,8.9981,12,45,57,2011,6,18,7
2650,2,0,0,1,27.06,30.305,78,6.0032,28,103,131,2011,6,18,8
2651,2,0,0,1,28.7,32.575,61,15.0013,62,156,218,2011,6,18,9
2652,2,0,0,1,29.52,34.09,62,12.998,68,176,244,2011,6,18,10
2653,2,0,0,1,29.52,34.09,62,8.9981,134,270,404,2011,6,18,11
2654,2,0,0,1,30.34,34.85,66,6.0032,162,258,420,2011,6,18,12
2655,2,0,0,1,31.16,34.85,55,0.0,135,192,327,2011,6,18,13
2656,2,0,0,2,32.8,36.365,46,19.0012,138,196,334,2011,6,18,14
2657,2,0,0,2,33.62,37.88,46,8.9981,153,214,367,2011,6,18,15
2658,2,0,0,2,31.16,34.85,52,15.0013,193,275,468,2011,6,18,16
2659,2,0,0,2,31.16,34.09,48,11.0014,210,239,449,2011,6,18,17
2660,2,0,0,2,30.34,34.09,55,12.998,118,263,381,2011,6,18,18
2661,2,0,0,2,30.34,33.335,51,7.0015,99,227,326,2011,6,18,19
2662,2,0,0,2,29.52,33.335,58,8.9981,61,127,188,2011,6,18,20
2663,2,0,0,2,29.52,34.09,66,7.0015,58,125,183,2011,6,18,21
2664,2,0,0,2,29.52,34.09,62,8.9981,56,105,161,2011,6,18,22
2665,2,0,0,2,29.52,34.09,62,0.0,53,97,150,2011,6,18,23
2666,2,0,0,1,28.7,32.575,65,0.0,18,71,89,2011,6,19,0
2667,2,0,0,2,28.7,32.575,65,6.0032,17,59,76,2011,6,19,1
2668,2,0,0,1,27.88,31.82,74,6.0032,13,59,72,2011,6,19,2
2669,2,0,0,2,27.06,30.305,78,8.9981,14,16,30,2011,6,19,3
2670,2,0,0,2,27.06,31.06,74,8.9981,7,10,17,2011,6,19,4
2671,2,0,0,2,27.06,30.305,78,0.0,7,12,19,2011,6,19,5
2672,2,0,0,2,27.06,30.305,78,11.0014,11,22,33,2011,6,19,6
2673,2,0,0,2,27.06,30.305,78,11.0014,35,36,71,2011,6,19,7
2674,2,0,0,3,27.88,31.82,74,7.0015,25,59,84,2011,6,19,8
2675,2,0,0,2,27.88,31.82,74,7.0015,58,111,169,2011,6,19,9
2676,2,0,0,2,28.7,32.575,61,7.0015,86,158,244,2011,6,19,10
2677,2,0,0,2,29.52,33.335,58,6.0032,141,236,377,2011,6,19,11
2678,2,0,0,2,30.34,34.09,55,6.0032,141,255,396,2011,6,19,12
2679,2,0,0,2,30.34,33.335,51,0.0,149,214,363,2011,6,19,13
2680,2,0,0,3,30.34,34.09,58,7.0015,124,193,317,2011,6,19,14
2681,2,0,0,2,30.34,34.09,55,7.0015,146,216,362,2011,6,19,15
2682,2,0,0,2,31.16,34.09,48,0.0,121,257,378,2011,6,19,16
2683,2,0,0,1,30.34,33.335,51,0.0,159,238,397,2011,6,19,17
2684,2,0,0,2,30.34,34.09,58,6.0032,78,218,296,2011,6,19,18
2685,2,0,0,1,29.52,34.09,62,8.9981,94,217,311,2011,6,19,19
2686,2,0,0,1,28.7,32.575,70,12.998,86,146,232,2011,6,19,20
2687,2,0,0,1,27.88,31.82,79,8.9981,57,110,167,2011,6,19,21
2688,2,0,0,1,27.06,30.305,78,15.0013,38,114,152,2011,6,19,22
2689,2,0,0,1,27.06,30.305,78,12.998,14,78,92,2011,6,19,23
2690,3,0,1,1,27.06,31.06,50,0.0,20,48,68,2011,7,1,0
2691,3,0,1,1,27.06,31.06,50,0.0,15,16,31,2011,7,1,1
2692,3,0,1,1,25.42,30.305,69,0.0,6,7,13,2011,7,1,2
2693,3,0,1,1,26.24,31.06,53,0.0,5,6,11,2011,7,1,3
2694,3,0,1,1,25.42,31.06,57,0.0,1,5,6,2011,7,1,4
2695,3,0,1,1,24.6,30.305,64,8.9981,3,27,30,2011,7,1,5
2696,3,0,1,1,25.42,30.305,61,8.9981,11,97,108,2011,7,1,6
2697,3,0,1,1,27.06,31.06,54,7.0015,25,218,243,2011,7,1,7
2698,3,0,1,1,28.7,31.82,42,11.0014,39,453,492,2011,7,1,8
2699,3,0,1,1,30.34,32.575,35,11.0014,58,202,260,2011,7,1,9
2700,3,0,1,1,31.16,33.335,33,11.0014,61,109,170,2011,7,1,10
2701,3,0,1,1,32.8,34.85,26,0.0,68,146,214,2011,7,1,11
2702,3,0,1,1,32.8,34.85,26,0.0,83,180,263,2011,7,1,12
2703,3,0,1,1,32.8,34.09,24,0.0,83,209,292,2011,7,1,13
2704,3,0,1,1,33.62,34.85,23,12.998,78,225,303,2011,7,1,14
2705,3,0,1,1,33.62,34.85,21,16.9979,82,299,381,2011,7,1,15
2706,3,0,1,1,33.62,34.85,17,0.0,85,342,427,2011,7,1,16
2707,3,0,1,1,33.62,34.85,21,12.998,99,362,461,2011,7,1,17
2708,3,0,1,1,32.8,34.09,24,16.9979,98,324,422,2011,7,1,18
2709,3,0,1,1,31.98,33.335,25,12.998,80,238,318,2011,7,1,19
2710,3,0,1,1,29.52,32.575,42,15.0013,84,185,269,2011,7,1,20
2711,3,0,1,1,28.7,31.82,45,12.998,69,149,218,2011,7,1,21
2712,3,0,1,1,28.7,31.82,42,0.0,49,173,222,2011,7,1,22
2713,3,0,1,1,27.88,31.82,47,6.0032,44,96,140,2011,7,1,23
2714,3,0,0,1,27.88,31.82,47,6.0032,31,84,115,2011,7,2,0
2715,3,0,0,1,27.06,31.06,54,0.0,20,58,78,2011,7,2,1
2716,3,0,0,1,26.24,31.06,53,0.0,9,43,52,2011,7,2,2
2717,3,0,0,1,26.24,31.06,53,0.0,5,21,26,2011,7,2,3
2718,3,0,0,1,25.42,30.305,61,0.0,3,8,11,2011,7,2,4
2719,3,0,0,1,23.78,27.275,73,7.0015,1,13,14,2011,7,2,5
2720,3,0,0,1,25.42,30.305,69,7.0015,11,21,32,2011,7,2,6
2721,3,0,0,1,26.24,30.305,65,0.0,10,35,45,2011,7,2,7
2722,3,0,0,1,27.88,31.82,57,0.0,38,94,132,2011,7,2,8
2723,3,0,0,1,30.34,33.335,51,6.0032,55,124,179,2011,7,2,9
2724,3,0,0,1,32.8,35.605,36,0.0,103,168,271,2011,7,2,10
2725,3,0,0,1,32.8,35.605,36,6.0032,144,213,357,2011,7,2,11
2726,3,0,0,1,33.62,35.605,30,8.9981,142,232,374,2011,7,2,12
2727,3,0,0,1,33.62,35.605,30,7.0015,178,226,404,2011,7,2,13
2728,3,0,0,1,34.44,35.605,20,0.0,177,215,392,2011,7,2,14
2729,3,0,0,1,35.26,36.365,19,11.0014,168,163,331,2011,7,2,15
2730,3,0,0,1,36.08,37.12,22,15.0013,206,192,398,2011,7,2,16
2731,3,0,0,1,34.44,36.365,30,15.0013,179,170,349,2011,7,2,17
2732,3,0,0,1,33.62,35.605,30,19.0012,193,190,383,2011,7,2,18
2733,3,0,0,1,32.8,34.85,33,15.0013,156,149,305,2011,7,2,19
2734,3,0,0,1,31.16,34.09,45,19.0012,136,148,284,2011,7,2,20
2735,3,0,0,1,30.34,33.335,48,12.998,95,137,232,2011,7,2,21
2736,3,0,0,1,29.52,33.335,51,11.0014,78,123,201,2011,7,2,22
2737,3,0,0,1,29.52,33.335,54,19.0012,66,88,154,2011,7,2,23
2738,3,0,0,1,28.7,32.575,58,15.0013,47,97,144,2011,7,3,0
2739,3,0,0,2,28.7,32.575,61,11.0014,23,55,78,2011,7,3,1
2740,3,0,0,1,28.7,32.575,58,12.998,19,50,69,2011,7,3,2
2741,3,0,0,3,27.88,31.82,65,6.0032,8,25,33,2011,7,3,3
2742,3,0,0,3,27.88,31.82,65,6.0032,3,2,5,2011,7,3,4
2743,3,0,0,3,25.42,28.79,83,12.998,0,1,1,2011,7,3,5
2744,3,0,0,2,25.42,27.275,94,6.0032,0,3,3,2011,7,3,6
2745,3,0,0,2,26.24,28.79,89,12.998,3,22,25,2011,7,3,7
2746,3,0,0,1,27.88,31.82,79,15.0013,39,53,92,2011,7,3,8
2747,3,0,0,1,28.7,33.335,74,16.9979,82,99,181,2011,7,3,9
2748,3,0,0,1,30.34,34.85,66,11.0014,131,133,264,2011,7,3,10
2749,3,0,0,1,31.16,35.605,62,7.0015,215,175,390,2011,7,3,11
2750,3,0,0,1,32.8,37.88,55,7.0015,198,206,404,2011,7,3,12
2751,3,0,0,1,32.8,38.635,59,15.0013,248,173,421,2011,7,3,13
2752,3,0,0,1,33.62,39.395,56,16.9979,225,150,375,2011,7,3,14
2753,3,0,0,1,34.44,40.15,53,19.9995,194,182,376,2011,7,3,15
2754,3,0,0,1,34.44,40.15,53,19.9995,195,219,414,2011,7,3,16
2755,3,0,0,3,32.8,37.12,49,56.9969,181,177,358,2011,7,3,17
2756,3,0,0,3,32.8,37.12,49,56.9969,74,107,181,2011,7,3,18
2757,3,0,0,2,27.06,30.305,83,12.998,100,83,183,2011,7,3,19
2758,3,0,0,3,27.06,30.305,83,0.0,83,93,176,2011,7,3,20
2759,3,0,0,2,27.06,30.305,83,11.0014,75,92,167,2011,7,3,21
2760,3,0,0,2,27.06,30.305,78,7.0015,69,93,162,2011,7,3,22
2761,3,0,0,1,26.24,28.79,83,11.0014,70,77,147,2011,7,3,23
2762,3,1,0,1,26.24,28.79,83,8.9981,63,77,140,2011,7,4,0
2763,3,1,0,1,26.24,28.79,83,6.0032,43,76,119,2011,7,4,1
2764,3,1,0,1,26.24,28.79,83,0.0,33,30,63,2011,7,4,2
2765,3,1,0,1,26.24,29.545,78,0.0,13,13,26,2011,7,4,3
2766,3,1,0,2,27.06,30.305,78,6.0032,8,4,12,2011,7,4,4
2767,3,1,0,2,26.24,28.79,83,8.9981,1,3,4,2011,7,4,5
2768,3,1,0,1,26.24,28.79,89,11.0014,5,11,16,2011,7,4,6
2769,3,1,0,1,27.06,30.305,83,8.9981,17,19,36,2011,7,4,7
2770,3,1,0,1,28.7,33.335,74,7.0015,42,44,86,2011,7,4,8
2771,3,1,0,2,29.52,34.09,66,6.0032,142,96,238,2011,7,4,9
2772,3,1,0,2,31.16,34.85,55,6.0032,166,114,280,2011,7,4,10
2773,3,1,0,2,31.16,34.85,55,6.0032,177,172,349,2011,7,4,11
2774,3,1,0,2,31.98,35.605,52,0.0,237,210,447,2011,7,4,12
2775,3,1,0,2,31.98,35.605,49,0.0,242,181,423,2011,7,4,13
2776,3,1,0,1,32.8,36.365,46,0.0,235,173,408,2011,7,4,14
2777,3,1,0,1,33.62,37.12,43,6.0032,224,184,408,2011,7,4,15
2778,3,1,0,1,33.62,37.12,41,0.0,236,216,452,2011,7,4,16
2779,3,1,0,1,32.8,36.365,46,0.0,240,196,436,2011,7,4,17
2780,3,1,0,1,32.8,36.365,46,8.9981,222,196,418,2011,7,4,18
2781,3,1,0,2,31.98,35.605,49,11.0014,170,205,375,2011,7,4,19
2782,3,1,0,2,31.16,34.85,55,7.0015,195,191,386,2011,7,4,20
2783,3,1,0,2,30.34,34.09,62,7.0015,195,262,457,2011,7,4,21
2784,3,1,0,2,30.34,34.09,62,8.9981,115,211,326,2011,7,4,22
2785,3,1,0,2,29.52,34.09,70,7.0015,44,94,138,2011,7,4,23
2786,3,0,1,2,28.7,32.575,65,11.0014,19,36,55,2011,7,5,0
2787,3,0,1,1,28.7,32.575,65,7.0015,15,24,39,2011,7,5,1
2788,3,0,1,1,27.06,31.06,74,6.0032,8,5,13,2011,7,5,2
2789,3,0,1,1,27.06,31.06,74,15.0013,1,7,8,2011,7,5,3
2790,3,0,1,1,27.06,31.06,69,11.0014,1,4,5,2011,7,5,4
2791,3,0,1,1,27.06,31.06,69,0.0,1,19,20,2011,7,5,5
2792,3,0,1,1,27.06,31.06,74,6.0032,3,91,94,2011,7,5,6
2793,3,0,1,1,28.7,32.575,65,6.0032,22,248,270,2011,7,5,7
2794,3,0,1,1,29.52,34.09,62,8.9981,41,391,432,2011,7,5,8
2795,3,0,1,1,30.34,34.09,58,8.9981,50,177,227,2011,7,5,9
2796,3,0,1,1,31.16,34.85,52,7.0015,55,84,139,2011,7,5,10
2797,3,0,1,1,31.98,34.85,46,7.0015,75,97,172,2011,7,5,11
2798,3,0,1,1,32.8,36.365,43,7.0015,71,130,201,2011,7,5,12
2799,3,0,1,1,33.62,37.12,43,7.0015,67,136,203,2011,7,5,13
2800,3,0,1,1,32.8,37.12,49,11.0014,66,112,178,2011,7,5,14
2801,3,0,1,1,33.62,37.12,43,0.0,51,111,162,2011,7,5,15
2802,3,0,1,1,33.62,37.88,46,7.0015,79,202,281,2011,7,5,16
2803,3,0,1,1,33.62,37.88,46,7.0015,79,466,545,2011,7,5,17
2804,3,0,1,1,32.8,37.88,55,11.0014,70,426,496,2011,7,5,18
2805,3,0,1,1,32.8,38.635,59,8.9981,71,297,368,2011,7,5,19
2806,3,0,1,1,31.16,36.365,66,7.0015,59,225,284,2011,7,5,20
2807,3,0,1,1,31.98,37.12,62,16.9979,77,168,245,2011,7,5,21
2808,3,0,1,1,31.16,36.365,66,15.0013,31,124,155,2011,7,5,22
2809,3,0,1,1,30.34,34.85,66,11.0014,19,54,73,2011,7,5,23
2810,3,0,1,1,29.52,34.85,74,12.998,11,26,37,2011,7,6,0
2811,3,0,1,1,28.7,33.335,74,8.9981,4,11,15,2011,7,6,1
2812,3,0,1,1,28.7,33.335,79,6.0032,1,4,5,2011,7,6,2
2813,3,0,1,1,28.7,33.335,79,0.0,0,6,6,2011,7,6,3
2814,3,0,1,2,27.88,31.82,83,6.0032,0,6,6,2011,7,6,4
2815,3,0,1,1,27.88,31.82,83,6.0032,5,30,35,2011,7,6,5
2816,3,0,1,1,28.7,33.335,79,6.0032,9,112,121,2011,7,6,6
2817,3,0,1,2,29.52,34.85,79,0.0,24,288,312,2011,7,6,7
2818,3,0,1,2,29.52,34.85,74,7.0015,31,397,428,2011,7,6,8
2819,3,0,1,3,28.7,33.335,79,12.998,31,158,189,2011,7,6,9
2820,3,0,1,3,28.7,33.335,79,6.0032,13,30,43,2011,7,6,10
2821,3,0,1,2,29.52,34.85,74,0.0,24,103,127,2011,7,6,11
2822,3,0,1,2,30.34,34.85,66,6.0032,38,114,152,2011,7,6,12
2823,3,0,1,2,30.34,34.85,70,7.0015,33,107,140,2011,7,6,13
2824,3,0,1,1,31.16,36.365,66,19.0012,50,113,163,2011,7,6,14
2825,3,0,1,1,31.16,36.365,70,19.0012,55,130,185,2011,7,6,15
2826,3,0,1,1,31.16,36.365,70,16.9979,57,218,275,2011,7,6,16
2827,3,0,1,1,31.98,37.12,59,15.0013,79,517,596,2011,7,6,17
2828,3,0,1,1,31.16,35.605,62,12.998,77,486,563,2011,7,6,18
2829,3,0,1,1,30.34,34.85,70,15.0013,71,323,394,2011,7,6,19
2830,3,0,1,1,29.52,34.85,74,16.9979,55,257,312,2011,7,6,20
2831,3,0,1,1,28.7,33.335,79,12.998,66,175,241,2011,7,6,21
2832,3,0,1,1,28.7,33.335,79,12.998,30,156,186,2011,7,6,22
2833,3,0,1,1,27.88,31.82,83,15.0013,20,78,98,2011,7,6,23
2834,3,0,1,1,27.06,29.545,89,8.9981,6,29,35,2011,7,7,0
2835,3,0,1,1,27.06,29.545,89,12.998,2,14,16,2011,7,7,1
2836,3,0,1,1,27.06,29.545,89,12.998,1,7,8,2011,7,7,2
2837,3,0,1,1,26.24,28.03,94,7.0015,2,2,4,2011,7,7,3
2838,3,0,1,1,26.24,28.79,89,7.0015,0,4,4,2011,7,7,4
2839,3,0,1,1,26.24,28.79,89,7.0015,2,30,32,2011,7,7,5
2840,3,0,1,2,26.24,28.79,89,8.9981,11,107,118,2011,7,7,6
2841,3,0,1,2,27.06,29.545,89,7.0015,13,279,292,2011,7,7,7
2842,3,0,1,2,28.7,33.335,79,12.998,28,415,443,2011,7,7,8
2843,3,0,1,1,30.34,34.85,70,11.0014,25,154,179,2011,7,7,9
2844,3,0,1,1,31.98,37.12,62,0.0,29,72,101,2011,7,7,10
2845,3,0,1,1,33.62,38.635,52,8.9981,30,112,142,2011,7,7,11
2846,3,0,1,1,34.44,38.635,41,0.0,32,139,171,2011,7,7,12
2847,3,0,1,1,35.26,39.395,41,0.0,48,107,155,2011,7,7,13
2848,3,0,1,1,35.26,39.395,41,16.9979,39,121,160,2011,7,7,14
2849,3,0,1,1,35.26,39.395,41,16.9979,47,119,166,2011,7,7,15
2850,3,0,1,1,35.26,38.635,39,15.0013,47,218,265,2011,7,7,16
2851,3,0,1,1,35.26,37.88,36,16.9979,80,489,569,2011,7,7,17
2852,3,0,1,1,34.44,37.88,44,19.9995,70,492,562,2011,7,7,18
2853,3,0,1,1,33.62,38.635,52,19.0012,79,286,365,2011,7,7,19
2854,3,0,1,1,31.16,35.605,58,23.9994,61,224,285,2011,7,7,20
2855,3,0,1,1,30.34,34.09,62,11.0014,39,170,209,2011,7,7,21
2856,3,0,1,1,30.34,34.09,62,11.0014,32,150,182,2011,7,7,22
2857,3,0,1,1,29.52,34.09,66,0.0,31,98,129,2011,7,7,23
2858,3,0,1,1,30.34,34.85,66,7.0015,6,41,47,2011,7,8,0
2859,3,0,1,1,29.52,34.85,79,0.0,9,25,34,2011,7,8,1
2860,3,0,1,2,28.7,33.335,74,11.0014,10,12,22,2011,7,8,2
2861,3,0,1,1,27.88,31.82,79,7.0015,2,4,6,2011,7,8,3
2862,3,0,1,1,28.7,33.335,79,16.9979,7,4,11,2011,7,8,4
2863,3,0,1,1,27.88,31.82,79,16.9979,3,24,27,2011,7,8,5
2864,3,0,1,1,28.7,33.335,74,7.0015,11,91,102,2011,7,8,6
2865,3,0,1,2,28.7,33.335,79,12.998,30,302,332,2011,7,8,7
2866,3,0,1,2,29.52,34.85,74,16.9979,36,421,457,2011,7,8,8
2867,3,0,1,2,31.16,36.365,70,19.9995,30,211,241,2011,7,8,9
2868,3,0,1,2,30.34,34.85,70,23.9994,30,108,138,2011,7,8,10
2869,3,0,1,2,30.34,35.605,74,16.9979,61,104,165,2011,7,8,11
2870,3,0,1,2,31.16,36.365,70,19.0012,49,164,213,2011,7,8,12
2871,3,0,1,2,31.98,37.88,66,19.0012,54,175,229,2011,7,8,13
2872,3,0,1,2,32.8,39.395,63,23.9994,53,163,216,2011,7,8,14
2873,3,0,1,2,32.8,39.395,63,23.9994,39,102,141,2011,7,8,15
2874,3,0,1,3,27.88,31.82,83,30.0026,27,105,132,2011,7,8,16
2875,3,0,1,3,27.06,29.545,89,30.0026,6,161,167,2011,7,8,17
2876,3,0,1,1,27.06,30.305,83,6.0032,35,281,316,2011,7,8,18
2877,3,0,1,1,27.06,30.305,83,6.0032,45,225,270,2011,7,8,19
2878,3,0,1,1,27.06,30.305,83,11.0014,30,220,250,2011,7,8,20
2879,3,0,1,2,27.06,30.305,83,16.9979,46,158,204,2011,7,8,21
2880,3,0,1,2,27.06,30.305,78,12.998,33,136,169,2011,7,8,22
2881,3,0,1,2,27.06,30.305,78,6.0032,40,111,151,2011,7,8,23
2882,3,0,0,2,27.06,30.305,83,8.9981,31,90,121,2011,7,9,0
2883,3,0,0,2,26.24,28.79,89,7.0015,5,48,53,2011,7,9,1
2884,3,0,0,1,26.24,28.79,89,11.0014,12,43,55,2011,7,9,2
2885,3,0,0,1,26.24,28.79,89,8.9981,7,23,30,2011,7,9,3
2886,3,0,0,1,26.24,28.79,83,15.0013,2,4,6,2011,7,9,4
2887,3,0,0,2,25.42,28.03,88,11.0014,4,11,15,2011,7,9,5
